payment_method_id,user_id,payment_type,provider,masked_details,last_four_digits,token,status,is_default,registration_date,expiry_date,last_used,transactions_count,total_amount_processed,verification_status,country,issuer_bank,billing_address,cvv_verified,three_ds_enabled,failed_attempts,risk_score
3557,6841,credit_card,Mastercard,****2302,2302,32a98fbe-d5ec-4989-9398-8db14e6c23ba,inactive,False,2025-09-29 09:32:04,03/28,2025-01-14 09:32:04,36,2975.6,verified,BR,"Villarreal, Fox and Mendez","3584 Goodwin Spring, North Clintonside, CT 29427",True,False,0,88.1
3558,1256,bank_transfer,PIX,****5686,5686,1424035f-1f06-4ea5-b215-79688b567021,active,False,2023-12-04 09:32:04,,2025-10-10 09:32:04,143,22130.05,verified,AR,"Scott, Cummings and Jacobs",,,,0,11.31
3559,9199,credit_card,Diners Club,****3609,3609,b800fece-b073-4e56-8731-aecf6dca3fd3,inactive,False,2023-11-30 09:32:04,05/27,2024-12-22 09:32:04,42,4046.99,verified,AR,Stanton PLC,"30993 Kaitlyn Island Suite 979, Annaborough, AS 52369",True,True,0,35.17
3560,6256,debit_card,Mastercard Debit,****5566,5566,64b55c35-ad1c-4198-bed3-39d1adca8651,active,False,2025-06-20 09:32:04,11/26,2025-09-18 09:32:04,5,12952.34,verified,PE,Wells-Rogers,"857 Thomas Bridge Apt. 354, Steventown, DE 33315",True,False,0,6.7
3561,5146,ewallet,Rappi Pay,millsjeff@example.org,,b05a9c32-d007-461a-aa62-76b696f628ed,active,False,2024-03-21 09:32:04,,2025-09-26 09:32:04,143,18318.81,verified,BR,,,,,0,91.01
3562,9029,credit_card,American Express,****9337,9337,d3c220eb-8271-4d1e-a239-ea7bc10455d3,active,False,2024-08-15 09:32:04,10/27,2025-09-15 09:32:04,9,44574.93,verified,AR,"Sims, Dixon and Edwards","52639 Connie Courts, Lake Alyssabury, NC 53943",True,True,0,43.9
3563,8199,credit_card,Mastercard,****7085,7085,1b7c97f7-d2ad-484d-98ec-b5129916d4c2,active,False,2024-12-01 09:32:04,03/27,2025-09-04 09:32:04,146,16552.11,verified,MX,Salas LLC,"24953 Martinez Circle Apt. 034, West Amber, PA 52883",True,True,0,94.98
3564,433,credit_card,Mastercard,****1174,1174,21f105ac-2e35-410a-8a96-2a50c173e61b,active,False,2025-08-16 09:32:04,03/30,2025-10-16 09:32:04,38,20437.04,pending,BR,"Hanna, Adams and Jackson","95674 Richardson Flat, Whitneyborough, FM 33904",True,True,0,52.87
3565,9033,ewallet,Clip,bsoto@example.org,,9ee62e41-4d8e-442a-91f0-9484509e126a,inactive,False,2024-03-24 09:32:04,,2025-03-21 09:32:04,34,3903.62,verified,CO,,,,,0,49.91
3566,1825,bank_transfer,PIX,****3477,3477,02027f37-f511-4e89-bd6e-ab454262b970,active,False,2025-09-28 09:32:04,,2025-09-04 09:32:04,139,16531.13,verified,CO,Mendez Ltd,,,,0,9.99
3567,5027,debit_card,Mastercard Debit,****9989,9989,c27d6863-3810-42c8-9809-efb540a2b4c8,inactive,False,2024-07-01 09:32:04,12/26,2024-11-26 09:32:04,11,1410.49,verified,CO,Brown-Ross,"PSC 5966, Box 0065, APO AA 34239",True,True,0,68.01
3568,3948,credit_card,American Express,****2874,2874,085b5df4-471f-494e-b006-7bfc79f159d3,active,True,2025-08-26 09:32:04,06/28,2025-10-09 09:32:04,90,46269.78,verified,BR,"Manning, Collins and Bennett","30595 Jessica Path, Riveraport, SC 16513",True,True,0,81.53
3569,4490,credit_card,Mastercard,****1612,1612,be4a647c-0911-41be-87bf-5aab2bd00917,active,True,2025-07-20 09:32:04,07/28,2025-09-25 09:32:04,95,12106.24,verified,CO,Hamilton Ltd,"235 Nicolas Highway, North Jesus, WI 31173",False,True,0,88.73
3570,34,debit_card,Visa Debit,****2363,2363,6952ad4a-32b4-4826-9d08-4ef6c766b570,inactive,False,2023-11-24 09:32:04,12/27,2025-04-07 09:32:04,3,4747.14,pending,MX,Yang PLC,"5505 Navarro Wall, Danielside, NH 11846",True,True,0,94.89
3571,7989,credit_card,American Express,****5661,5661,eff6c39d-296d-4e41-bc52-51a6d95e1b56,inactive,False,2025-06-07 09:32:04,10/28,2025-04-02 09:32:04,1,3121.22,pending,AR,Maddox and Sons,"238 Wright Circles, East Corychester, DE 80723",True,True,0,88.76
3572,8822,credit_card,Mastercard,****1262,1262,ebcee597-a95b-4847-a84f-47beabf074bc,active,False,2024-08-26 09:32:04,07/27,2025-09-23 09:32:04,195,17777.48,verified,CL,Martin PLC,"733 Megan Underpass, West William, MH 01653",True,True,0,90.95
3573,8985,debit_card,Mastercard Debit,****6982,6982,fe32b863-779c-4d61-98da-61f11952ee86,active,False,2025-03-07 09:32:04,01/30,2025-09-02 09:32:04,162,24684.73,pending,AR,"Simmons, Brooks and Patrick","146 Cruz Land Suite 131, Riddlefort, WI 27475",True,True,0,6.48
3574,1530,credit_card,Mastercard,****2308,2308,9fbbb2a1-4429-4f16-98c6-a734ffa85326,inactive,True,2025-03-22 09:32:04,07/28,2025-01-09 09:32:04,38,1435.61,verified,CO,Taylor PLC,"27776 Park Crossroad Suite 231, East Marybury, MI 92722",True,True,0,95.32
3575,9475,credit_card,Visa,****8839,8839,91c59e97-755b-4dd4-aaa0-df2f11d5f2b6,active,False,2025-07-28 09:32:04,11/28,2025-10-01 09:32:04,109,36328.78,verified,BR,Conley Inc,"17649 Andrew Turnpike Apt. 435, Murphybury, CA 38697",True,True,0,28.84
3576,5937,debit_card,Visa Debit,****2394,2394,2dd0316f-0ef1-405f-ba18-35f143357abf,active,False,2025-10-13 09:32:04,12/29,,151,26629.65,verified,AR,Reilly Group,"079 Oliver Via, North Joseburgh, MD 65007",True,True,0,90.34
3577,1913,debit_card,Mastercard Debit,****2418,2418,b908423b-0b14-4358-b205-95503256eeba,active,False,2024-11-14 09:32:04,01/30,2025-09-10 09:32:04,39,34173.26,verified,PE,Wong-Andrews,"2929 Roth Brooks, Stevenborough, ID 98125",True,True,0,17.5
3578,6174,credit_card,Visa,****9575,9575,c9be5b15-a1e6-475c-9096-a80a5d9d4708,active,False,2025-07-06 09:32:04,11/29,2025-10-11 09:32:04,49,5362.65,verified,CO,Petty Inc,"92282 Brooks Manors Suite 773, Gregoryport, HI 44588",True,True,0,67.47
3579,6862,ewallet,MercadoPago,bonnie80@example.org,,e3f0534d-5303-41cc-8e80-92981a19aa10,active,False,2025-01-04 09:32:04,,2025-09-09 09:32:04,142,26582.22,verified,BR,,,,,0,2.78
3580,6602,debit_card,Visa Debit,****6846,6846,18439b11-a6f5-4c95-b924-ef8b388bc877,active,False,2025-04-02 09:32:04,09/29,2025-08-27 09:32:04,92,32386.39,verified,MX,"Odonnell, Davis and Myers","1194 Natalie Forges Suite 200, New Karen, TX 66128",True,True,0,19.25
3581,9055,ewallet,Rappi Pay,scott49@example.net,,dc4ac76b-bb5a-4741-991e-b3763b8e63f9,active,False,2024-04-05 09:32:04,,2025-09-03 09:32:04,86,28024.9,pending,PE,,,,,0,70.24
3582,9820,bank_transfer,TEF,****4273,4273,5d4bcc94-54b8-4f00-9fdd-d28a48cdbdd8,inactive,False,2024-02-18 09:32:04,,2025-03-08 09:32:04,49,4268.0,verified,MX,"Pierce, Lewis and Garcia",,,,0,52.24
3583,5150,debit_card,Visa Debit,****1070,1070,8231cb54-b9a4-4921-bb3d-858413c53538,active,False,2025-01-01 09:32:04,12/28,2025-09-02 09:32:04,33,23235.99,verified,AR,Benson-Brady,"709 Reeves Ridges Apt. 140, Lake Colin, ID 37707",True,True,0,60.15
3584,8328,credit_card,Mastercard,****5178,5178,1badeec3-9bcb-4c5c-b79c-e0f9e4ee886a,active,False,2024-03-19 09:32:04,01/28,2025-10-09 09:32:04,117,13752.65,verified,BR,Rodriguez-Castillo,"05524 David Knoll Apt. 757, Bauerfort, MP 65818",True,False,0,41.03
3585,3914,credit_card,Visa,****4272,4272,78875fbe-8b87-4b88-9641-df73e17c192b,active,False,2025-02-13 09:32:04,10/29,2025-09-09 09:32:04,56,14123.16,verified,BR,Johnson Ltd,"089 Brian Mission, East Randallstad, CA 84553",True,True,0,44.96
3586,7529,debit_card,Mastercard Debit,****4907,4907,70e31ddf-af22-4f21-bc6d-684b83afa0bd,inactive,False,2024-08-01 09:32:04,02/29,2025-07-08 09:32:04,27,3384.16,pending,BR,Walker-White,"9825 Jackson Trace, Royville, TX 63277",True,False,0,20.52
3587,6633,debit_card,Mastercard Debit,****1105,1105,6f6631ab-acbb-42a4-b014-529348e8f194,active,False,2024-11-28 09:32:04,12/27,2025-09-24 09:32:04,188,4660.12,verified,CO,"Stout, Payne and Stevenson","39078 Logan Shoal Suite 605, East Jacqueline, MO 42176",True,False,0,29.39
3588,8505,debit_card,Visa Debit,****5652,5652,8d1ed188-0726-4ec2-9b11-67b6975e05a6,active,False,2024-08-03 09:32:04,10/27,2025-09-16 09:32:04,178,37295.59,verified,MX,"Johnson, Chapman and Mitchell","75969 Erica Tunnel, Nicolemouth, WI 24262",True,True,0,27.08
3589,5104,debit_card,Visa Debit,****4154,4154,f94b9b6e-1446-4fb9-a70d-2bf58f69c5f8,active,False,2023-11-13 09:32:04,05/27,2025-10-02 09:32:04,128,29917.92,verified,BR,"Mejia, Adkins and Craig","281 Mitchell Oval, Thompsonview, MO 39647",True,True,0,33.06
3590,3834,ewallet,MercadoPago,rachelfrench@example.net,,95c5ba70-4abc-4a12-8344-668bc73ca1c8,active,True,2025-10-15 09:32:04,,2025-10-08 09:32:04,199,248.92,verified,CO,,,,,0,57.38
3591,3139,debit_card,Visa Debit,****7855,7855,5cd67d6a-1aae-4506-9b2f-f66e0c852d97,expired,False,2025-07-12 09:32:04,11/24,2025-05-07 09:32:04,10,2565.5,verified,MX,"Morris, Schroeder and Griffith","USS Chambers, FPO AP 76764",True,True,0,73.11
3592,5276,debit_card,Visa Debit,****2931,2931,32703293-bc43-440b-84b3-06e5059a7413,active,True,2025-05-23 09:32:04,08/27,2025-09-04 09:32:04,20,36792.78,pending,CL,Cannon PLC,"72214 Brandon Ports, Aprilburgh, KY 27754",True,False,0,48.28
3593,2808,debit_card,Visa Debit,****3641,3641,5ce71a01-221c-4c57-9c15-a32e530415a7,active,True,2023-12-14 09:32:04,12/29,2025-10-11 09:32:04,185,47779.49,verified,BR,"Russell, Duncan and Thompson","02605 Amber Crescent Apt. 945, North Matthew, OR 40357",True,True,0,95.58
3594,3439,bank_transfer,PSE,****5885,5885,8cd2a2b6-d64a-4cac-af60-a46e540e0643,active,False,2025-08-26 09:32:04,,2025-09-19 09:32:04,174,11520.46,verified,CL,"Williams, Barnett and Russell",,,,0,15.54
3595,4056,debit_card,Visa Debit,****3979,3979,9e41f898-71f9-4192-ac2e-b9ad7864e1f3,active,True,2024-03-09 09:32:04,08/26,2025-08-29 09:32:04,146,21701.23,verified,BR,"Huff, Tran and Brown","20039 Isabella Mews, North Mark, SD 68363",True,True,0,72.4
3596,1234,bank_transfer,Transferencia,****2382,2382,de68e1cf-5034-4b47-86dc-ad5aaaaea7a1,active,False,2025-10-20 09:32:04,,2025-09-03 09:32:04,39,21077.48,verified,MX,Meyer-Savage,,,,0,50.04
3597,3546,credit_card,American Express,****2330,2330,8a99b7fd-0335-4d04-9e36-8675eb943f9d,active,False,2024-05-15 09:32:04,07/26,2025-09-14 09:32:04,191,21480.65,verified,AR,Ortega LLC,"0490 Rebecca Causeway, South Daniellechester, VI 82167",False,False,0,74.71
3598,980,credit_card,American Express,****7356,7356,e1005d64-59ea-45be-9501-0deec4721adc,active,False,2024-10-10 09:32:04,05/30,2025-09-20 09:32:04,55,31494.57,verified,CO,White-Burnett,"39914 Lori Unions Apt. 569, Lake Tommyberg, KY 84296",True,True,0,98.63
3599,2287,credit_card,Mastercard,****1585,1585,8a9f3d95-677e-4b5b-8059-9f1ba7e1aacc,active,False,2025-09-09 09:32:04,09/29,2025-10-03 09:32:04,82,41172.97,verified,CL,Giles Inc,"PSC 7661, Box 7119, APO AE 46081",False,False,0,85.31
3600,3342,bank_transfer,TEF,****6458,6458,9a6a2a8f-e4c7-419f-a651-3a40e5bd48bd,active,True,2024-05-11 09:32:04,,2025-10-07 09:32:04,177,28203.82,verified,MX,Dixon-Chandler,,,,0,84.35
3601,9802,bank_transfer,SPEI,****1681,1681,c3b223df-ece7-4c73-a1a6-157e6ebcc740,active,False,2024-08-14 09:32:04,,2025-10-13 09:32:04,133,5102.42,failed,CL,Lopez and Sons,,,,0,29.18
3602,9756,credit_card,Visa,****3029,3029,0ce1b3f0-5cdb-45a8-8284-38389714450d,active,False,2025-02-23 09:32:04,10/29,2025-10-17 09:32:04,40,26186.62,verified,MX,Martinez-Bates,"074 Powell Brook Suite 886, Tanyastad, ND 42375",True,False,0,10.6
3603,8746,debit_card,Mastercard Debit,****8961,8961,536e72d0-f9df-4f74-becd-2d8e435e8e10,active,True,2024-05-29 09:32:04,06/30,,190,13223.09,verified,MX,Hartman-Rios,"PSC 3126, Box 0706, APO AE 24777",True,True,0,30.77
3604,8506,debit_card,Mastercard Debit,****5581,5581,2d1b0687-c2a7-43ab-b4cc-44e29c259809,active,True,2024-01-19 09:32:04,12/25,2025-10-07 09:32:04,144,6866.48,pending,AR,Gordon PLC,"97910 Nicole Viaduct Suite 797, South Jessica, WI 06700",True,False,0,31.47
3605,2673,debit_card,Mastercard Debit,****5532,5532,a6cdb3d9-a298-4b08-a186-2c47bc7c6189,active,False,2025-03-08 09:32:04,04/26,2025-09-27 09:32:04,190,31376.24,failed,BR,Khan-Lopez,"46849 Richard Squares, East Peter, WY 13460",True,False,0,77.27
3606,8432,bank_transfer,TEF,****4632,4632,c3d68dd3-3be5-4d14-951a-71def7f99bed,active,False,2024-08-27 09:32:04,,2025-08-27 09:32:04,3,44492.04,verified,AR,Grant LLC,,,,0,6.62
3607,79,credit_card,Mastercard,****5610,5610,c703b563-04ae-4a9c-ab91-76b032a70f19,inactive,True,2025-05-17 09:32:04,08/29,2025-04-13 09:32:04,6,3165.62,pending,PE,Dixon PLC,"9218 Cooper Mills Suite 119, West Kathryntown, PA 83382",True,True,0,77.58
3608,4286,ewallet,Rappi Pay,kurttaylor@example.net,,91384c36-53d7-4d1d-ad31-c7349382ec2a,active,False,2024-07-08 09:32:04,,2025-09-21 09:32:04,189,15759.03,verified,MX,,,,,0,99.61
3609,3225,credit_card,Visa,****2043,2043,d05eb851-a0cf-42b9-8a48-799d75cb0aae,inactive,True,2024-05-21 09:32:04,10/26,2025-07-27 09:32:04,9,2347.67,verified,CO,"Hooper, Ramirez and Carey","173 Lyons Harbors Suite 870, Lake Christopherland, GU 10033",True,True,0,69.97
3610,3190,credit_card,Visa,****5772,5772,56c3d4ef-f0de-41b3-b7d8-786f8e1732b5,active,True,2025-06-27 09:32:04,01/28,2025-09-30 09:32:04,166,20715.45,failed,BR,Wilson PLC,"2905 Stuart Center, Nunezburgh, VI 93638",True,False,0,63.64
3611,9257,debit_card,Maestro,****1514,1514,58dabb24-f73e-4978-9f46-8c31db837e0b,active,False,2023-11-04 09:32:04,09/30,2025-09-10 09:32:04,80,41124.63,verified,BR,"Wheeler, Costa and Melton","866 Thomas Inlet, Smithtown, MS 22270",True,True,0,29.18
3612,275,debit_card,Visa Debit,****2268,2268,8e64b039-357b-4a36-934d-49f37a79056e,active,True,2024-03-19 09:32:04,01/30,2025-09-22 09:32:04,178,1459.24,pending,CL,"Holloway, Bond and Jones","5458 Orr Plaza Apt. 479, Debraside, KS 12795",False,False,0,8.09
3613,5788,debit_card,Mastercard Debit,****4268,4268,40fd22fb-f456-40c8-b4a0-f5271865faa5,blocked,False,2024-12-27 09:32:04,11/26,2025-07-10 09:32:04,9,497.37,pending,PE,"Robinson, Solis and Murphy",,False,False,4,58.36
3614,3025,ewallet,Rappi Pay,randy19@example.net,,19585ad9-dc34-4c81-86d8-67cddeb77db0,active,False,2024-02-20 09:32:04,,2025-10-11 09:32:04,55,29803.27,verified,BR,,,,,0,28.23
3615,4629,debit_card,Mastercard Debit,****2068,2068,f5384dfb-214a-4833-a9ff-6cad206d4378,active,False,2024-08-01 09:32:04,08/27,2025-09-22 09:32:04,106,38167.37,verified,AR,Brown-Jones,"8773 Ruben Mills Apt. 597, North Laura, SD 81970",True,False,0,3.88
3616,1713,debit_card,Visa Debit,****7858,7858,c6668899-1e9f-4192-bda4-88234d3d4ea0,active,False,2024-07-05 09:32:04,01/27,2025-08-26 09:32:04,45,41365.9,verified,CL,Macdonald and Sons,"642 Rhodes Mountain, Lake Aaron, NJ 20954",True,False,0,3.11
3617,4470,debit_card,Mastercard Debit,****1607,1607,2ebc5791-4270-4398-a44e-d1b8d7062840,inactive,False,2025-06-11 09:32:04,10/29,2025-08-03 09:32:04,39,3376.87,verified,CO,"Murphy, Stanley and Klein","8896 Willis Alley, Lake Kellyburgh, GA 55910",True,False,0,65.05
3618,7736,debit_card,Maestro,****3083,3083,31c268af-1d36-4586-844c-346cdadd927c,expired,True,2024-07-18 09:32:04,01/25,2024-12-19 09:32:04,36,4404.4,verified,MX,Smith-Brown,"100 Buckley Ville Suite 637, Krystalstad, VI 37575",True,True,0,3.71
3619,880,credit_card,Visa,****1002,1002,e3a914e0-819d-41bd-a9d6-fcd0b60479d2,inactive,False,2025-05-18 09:32:04,02/26,2025-04-27 09:32:04,34,3847.89,verified,MX,"Morgan, Rivas and Reynolds","83655 Ronnie Brooks Suite 192, North Jennifer, NJ 97020",True,False,0,62.07
3620,152,bank_transfer,PSE,****1376,1376,62a176f7-b522-47e9-8442-c219f6e55652,active,False,2024-11-08 09:32:04,,2025-08-27 09:32:04,76,3308.28,verified,CO,"Joyce, Brown and Walsh",,,,0,70.66
3621,3160,credit_card,Visa,****1623,1623,721a2d2c-ef3a-4494-a2e1-34696c5a5027,active,False,2025-04-01 09:32:04,06/26,2025-09-26 09:32:04,58,31093.47,verified,BR,Clark and Sons,"2539 Kaiser Locks Apt. 199, Leblancview, OK 33455",True,False,0,16.53
3622,559,credit_card,American Express,****4528,4528,c2c80fb4-99fe-4c7d-9925-c50992baa067,active,True,2023-11-14 09:32:04,11/29,2025-10-15 09:32:04,151,37084.27,pending,CL,Johnson LLC,"9251 Hensley Estate Suite 538, Lake Shaneshire, WV 94668",True,False,0,70.53
3623,1575,credit_card,Mastercard,****3203,3203,e10eacab-f7e6-47a4-b76b-2bd8bc3d38c8,active,True,2024-10-27 09:32:04,07/28,2025-09-11 09:32:04,1,24463.5,verified,BR,Wallace-Herrera,"60393 Dennis Union Apt. 014, Lake Jacobborough, NM 83779",True,True,0,53.42
3624,3308,credit_card,Visa,****8541,8541,58faaab4-861b-4efe-89ef-0a9e1c1ac405,inactive,False,2023-12-12 09:32:04,01/29,2025-05-31 09:32:04,16,3726.99,verified,BR,Baldwin Group,"16794 Steven Garden, West Taylor, HI 13951",False,True,0,54.6
3625,1672,credit_card,Mastercard,****9681,9681,838063e3-08db-4ac0-a06b-d773c4f75bd9,inactive,False,2024-03-17 09:32:04,12/28,2025-03-21 09:32:04,13,4952.03,verified,BR,Palmer PLC,"688 Teresa Loaf Suite 623, West Eric, ME 41385",True,False,0,72.09
3626,3487,credit_card,Visa,****9002,9002,b5833e49-72b8-449f-9420-9ce0bb205080,inactive,True,2025-06-09 09:32:04,03/26,2024-12-20 09:32:04,40,2430.62,pending,MX,Murphy-Medina,"6023 Harris Plains Apt. 504, Whitakerborough, ID 34981",True,False,0,63.89
3627,445,credit_card,Visa,****4471,4471,9a268741-c493-403a-b270-7a4e14254e7b,active,False,2025-08-12 09:32:04,08/29,2025-09-06 09:32:04,37,25959.97,verified,CO,Fuller-Stevenson,"2580 Robert Land Suite 645, Riosberg, DC 49584",True,True,0,48.57
3628,7944,debit_card,Visa Debit,****3685,3685,d3c854df-8d4d-48f3-a0ee-4eb635c2123c,active,False,2024-08-17 09:32:04,02/29,2025-09-02 09:32:04,158,26835.08,verified,BR,Martinez Group,"2321 James Club, North Tanyaburgh, DE 37021",True,True,0,25.16
3629,2656,bank_transfer,SPEI,****2277,2277,926774c5-4245-4d20-9820-552d56411480,active,False,2025-10-03 09:32:04,,2025-10-03 09:32:04,12,24990.49,verified,BR,Allen and Sons,,,,0,83.71
3630,8765,credit_card,Mastercard,****8334,8334,8e624cbb-bad8-49cf-821e-c84ffe030ddc,inactive,False,2025-03-21 09:32:04,05/29,2025-01-11 09:32:04,42,4222.04,verified,PE,"Potter, Moreno and Taylor","2822 Howard Branch Apt. 403, Williamsside, OK 58881",False,True,0,84.01
3631,5009,credit_card,Visa,****5817,5817,0abed832-c8c0-4f84-b92e-a0924486dcd7,active,True,2024-04-30 09:32:04,10/29,2025-09-21 09:32:04,12,15214.22,verified,MX,"Crawford, Rowland and Baldwin","05200 Miller Track, West Teresamouth, KY 85257",True,False,0,20.71
3632,2284,debit_card,Visa Debit,****4763,4763,e3060be4-f8eb-4e6b-8bee-b05a41819e9e,active,False,2024-10-12 09:32:04,09/27,2025-09-12 09:32:04,133,5336.74,pending,CL,Price-Soto,"50798 William Port Suite 802, Riverastad, WA 81034",True,True,0,87.24
3633,3565,debit_card,Visa Debit,****3916,3916,fc0f77e7-11a3-4e72-8faf-c267442fb5e1,active,False,2024-04-27 09:32:04,12/26,2025-09-20 09:32:04,93,16913.35,verified,BR,Cowan and Sons,"0740 Martinez Flats, Wardville, MI 05162",True,False,0,51.35
3634,5320,credit_card,Visa,****6845,6845,36133a12-bd46-45c0-adef-f3509954a229,active,False,2024-03-15 09:32:04,12/27,2025-09-19 09:32:04,64,31496.22,verified,CL,Austin-Mcintyre,"52938 Kelly Plaza, Phamberg, DC 74570",True,False,0,72.31
3635,4804,debit_card,Mastercard Debit,****8245,8245,cbb3b726-cd43-477a-9905-9f03f0252350,inactive,False,2025-05-01 09:32:04,02/28,2024-11-30 09:32:04,40,441.69,verified,MX,"Garcia, Barrett and Hill","20671 Lane Groves Suite 714, East Matthewhaven, DC 60751",False,True,0,29.02
3636,7995,credit_card,Mastercard,****3168,3168,4b944f3f-c64e-43d7-b809-5f8cca8b2eba,active,True,2024-11-12 09:32:04,09/27,2025-10-24 09:32:04,123,36610.51,verified,MX,Rasmussen LLC,"0603 Pacheco Shore Suite 147, Richardsonview, ME 75436",True,True,0,44.42
3637,1056,debit_card,Maestro,****7635,7635,9f72b96f-97ba-401d-833d-c540679fb87d,active,False,2024-08-29 09:32:04,09/28,2025-10-01 09:32:04,25,7842.07,verified,BR,Tanner LLC,"1081 Courtney Manors Suite 912, Pierceburgh, WI 76431",True,False,0,91.75
3638,9105,bank_transfer,SPEI,****6897,6897,5d2e63b1-17e1-4d4a-bb94-0914080fac93,active,True,2024-09-28 09:32:04,,2025-10-12 09:32:04,120,5086.49,verified,CO,Simmons PLC,,,,0,1.71
3639,5279,debit_card,Mastercard Debit,****8112,8112,893b93b0-6435-4aa6-ac48-17b9deaf387f,active,False,2024-08-26 09:32:04,11/26,2025-10-17 09:32:04,154,21264.54,verified,AR,Massey PLC,"25695 Mercer Pass Suite 233, Port Justinton, LA 90569",True,True,0,58.46
3640,7740,credit_card,Mastercard,****3540,3540,77924465-6341-4de1-b05d-84da7a708f7c,active,False,2023-11-22 09:32:04,06/28,2025-09-23 09:32:04,73,49852.15,verified,AR,"Robinson, Alvarez and Dyer","USNV Parker, FPO AE 24067",True,True,0,53.07
3641,6696,debit_card,Visa Debit,****2754,2754,24dadcc7-8b6e-4972-8fc7-48a697a247f0,active,False,2024-03-30 09:32:04,09/29,2025-09-08 09:32:04,102,6719.11,verified,CL,Abbott Ltd,"9463 Brown Divide, Davidport, WA 93436",True,False,0,10.99
3642,1586,credit_card,Visa,****3737,3737,2cd5941e-9704-425b-ae5f-34366bb937b2,expired,False,2025-06-09 09:32:04,08/25,2025-06-22 09:32:04,36,3590.52,verified,PE,Kelly LLC,"0736 Nelson Harbors Apt. 986, South Samanthaside, MI 47613",True,True,0,5.84
3643,152,bank_transfer,TEF,****7098,7098,c7367cc0-c960-4f5c-8eef-98e5e4130cd8,active,False,2025-07-08 09:32:04,,2025-09-05 09:32:04,13,10977.36,verified,MX,Hunter and Sons,,,,0,23.11
3644,4301,debit_card,Mastercard Debit,****3239,3239,496e29c8-f3e7-48fd-bee0-678bdd98bd31,active,False,2025-02-23 09:32:04,03/27,2025-09-07 09:32:04,186,46265.75,verified,CL,Washington Group,"087 Jeffrey Prairie, Brandonhaven, WV 45466",True,True,0,2.68
3645,8984,credit_card,Visa,****2794,2794,3b95838b-2346-44bb-980b-c6fc8c9f5a97,active,True,2024-01-26 09:32:04,07/28,2025-09-19 09:32:04,7,28349.1,verified,PE,"Hawkins, Wiggins and Jackson","45009 Johnson Spur Suite 232, Juliebury, MD 08583",True,True,0,25.88
3646,7555,credit_card,Visa,****7202,7202,d05d17cd-d456-417c-98bc-0bdb94a746b6,expired,False,2024-02-05 09:32:04,03/25,2025-03-13 09:32:04,15,2374.71,verified,MX,Ware-Oneill,"18006 Donna Knoll Suite 085, West Josefort, AL 53946",True,True,0,92.63
3647,2648,debit_card,Visa Debit,****1232,1232,49973465-52df-4915-a991-1f9bfbfe0c5e,active,False,2024-07-18 09:32:04,10/27,2025-09-25 09:32:05,190,44606.14,verified,MX,"Phillips, Gonzalez and Jones","USCGC Wilson, FPO AE 48773",True,True,0,50.94
3648,3883,bank_transfer,PIX,****3121,3121,04112a17-ac6c-497e-bc8c-b5c407966853,active,False,2024-03-28 09:32:05,,2025-08-28 09:32:05,176,14305.51,verified,PE,Tate-Johnson,,,,0,62.91
3649,619,ewallet,MercadoPago,lorrainegutierrez@example.net,,57742737-de1b-441d-a3ce-e4b16b452d6a,active,False,2023-12-05 09:32:05,,2025-10-19 09:32:05,116,42634.32,pending,CO,,,,,0,7.69
3650,53,debit_card,Maestro,****6157,6157,52519d3a-4f02-434d-a5a1-6529cbe3386e,active,True,2023-11-04 09:32:05,06/29,2025-10-01 09:32:05,124,27736.41,verified,MX,Fernandez Inc,"581 Robert Cove, Port Javier, HI 02725",True,True,0,43.89
3651,9363,credit_card,Diners Club,****4391,4391,237eed0e-f1e2-40d4-95dd-d77c85b9bd34,active,True,2025-01-02 09:32:05,11/29,2025-09-08 09:32:05,157,41006.85,verified,MX,Herring-Long,"0609 Ryan Mission, Craigville, NY 95324",True,False,0,47.49
3652,7680,ewallet,PayPal,mikewalter@example.com,,07ad95e9-3333-4550-b3e4-de9757c0e982,active,False,2024-04-18 09:32:05,,2025-10-16 09:32:05,56,39429.14,verified,MX,,,,,0,63.73
3653,5671,debit_card,Mastercard Debit,****6304,6304,4428c337-e1e7-491f-be5c-a08aaf85e31c,active,False,2025-06-08 09:32:05,04/28,2025-10-24 09:32:05,155,25999.22,verified,BR,"Macdonald, Kim and Campbell","261 Garza Points Suite 776, Cainburgh, NC 11942",True,True,0,92.35
3654,8725,credit_card,Visa,****2821,2821,564c44e3-b9ab-47cf-abfc-29acd0dbfaa6,inactive,False,2025-03-10 09:32:05,10/30,2025-01-17 09:32:05,45,3331.77,failed,MX,"Clark, Pierce and Kaiser","Unit 5913 Box 9790, DPO AE 04793",True,False,0,49.5
3655,8505,ewallet,PayPal,emily88@example.net,,5733c69a-b140-4356-a199-26f62fbb0d41,inactive,False,2025-06-16 09:32:05,,2025-06-04 09:32:05,8,1921.8,verified,CL,,,,,0,11.86
3656,4978,credit_card,Visa,****6799,6799,bcc9a011-31bc-4a26-9614-9b56e10a4739,active,True,2025-08-19 09:32:05,02/26,2025-09-03 09:32:05,101,37781.4,verified,MX,"Richard, Pearson and Smith","016 James Shoal Apt. 778, West Marissastad, OH 09869",False,True,0,88.82
